anime_id,name,genre,type,episodes,rating,members,description
350,Ojamajo Doremi,"Comedy, Magic",TV,51,7.19,19222,#REDIRECT [[Magical Doremi]]
6324,Omamori Himari,"Action, Comedy, Demons, Ecchi, Harem, Romance, Supernatural",TV,12,7.19,119572,"{{Series
|genre=Action, Comedy, Romance
|tag=Demons, Ecchi, Fanservice, Harem, Fighting
|media=Anime, Manga
|wiki=omamori-himari
|wiki name=Omamori Himari Wiki
|image=File:Himari.jpg
|foundingdate=July 30, 2011
|pagecount=36
|datechecked=October 30, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
'''Omamori Himari''' (おまもりひまり, lit. ""Protective Charm Himari""), officially abbreviated as '''OmaHima''' (おまひま), is a Japanese [[manga]] series written and illustrated by Milan Matra. It wa"
5279,Sekirei: Hajimete no Otsukai,Comedy,Special,1,7.19,32430,
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,Comedy,Special,3,7.19,3692,
7144,Uchuu Senkan Yamato: Fukkatsu-hen,"Action, Adventure, Drama, Military, Space",Movie,1,7.19,2005,
3614,Yakushiji Ryouko no Kaiki Jikenbo,"Mystery, Police, Supernatural",TV,13,7.19,11002,#REDIRECT [[Ryoko's Case File]]
754,Yuki no Joou,"Adventure, Drama, Fantasy",TV,36,7.19,2228,"{{Series
|genre=Romance
|media=Manga, One Shot
|image=File:Yuki_no_Koi.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Yuki no Koi''' (雪の恋) is a one-shot [[manga]] by Sayo Koito. It was serialized in Ane-kei Petit Comic.

==Plot==
Asai Fubuki hates interacting with people. To her, everyone looks faceless and monotonous. So why is she able to see the face of one particular person?

==External Links==
===Official===

===Other Sources===

===Other Wikis===

==References==
<references"
26165,Yuri Kuma Arashi,"Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai",TV,12,7.19,48549,#REDIRECT [[Yuri Bear Storm]]
3354,Zombie-Loan Specials,"Action, Shounen, Supernatural",Special,2,7.19,22182,#REDIRECT [[Zombie Land Saga]]
493,Armitage III: Poly-Matrix,"Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi",Movie,1,7.18,9186,
7817,B Gata H Kei,"Comedy, Ecchi, Romance, School, Seinen",TV,12,7.18,192719,"{{Series
|genre=Comedy, Romance
|tag=School
|media=Anime, Manga, Audio Drama
|wiki=BgataHkei
|wiki name=B Gata H Kei Wiki
|image=File:B Gata H Kei.png
|foundingdate=April 11, 2010
|pagecount=21
|datechecked=June 20, 2017
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''B Gata H Kei'''|B型H系||lit. ""Type: B; Style: H""}} is a [[4-koma]] [[manga]] series published by [[Shueisha]] which has been adapted into an [[anime]] series. 

The series is licensed in Traditional Chinese"
33080,Brotherhood: Final Fantasy XV,Action,ONA,5,7.18,29445,
5032,Cobra The Animation,"Action, Adventure, Sci-Fi, Space",TV,13,7.18,4361,#REDIRECT [[Aria the Origination]]
2907,Cyborg Kuro-chan,"Comedy, Sci-Fi",TV,66,7.18,3188,"{{Series
|demographic=Kodomo
|genre=Action, Comedy, Science Fiction
|tag=Cyborgs, Cats
|media=Anime, Manga, Game
|wiki=cyborgkurochan
|wiki name=Cyborg Kurochan Wiki
|image=File:Cyborg_Kuro-chan.jpg
|foundingdate=June 18, 2012‎ 
|pagecount=149
|datechecked=July 22, 2020
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''Cyborg Kuro-chan'''|サイボーグクロちゃん|Saibōgu Kurochan}} is a children's [[manga]] series created by Naoki Yokouchi, serialized in [[Kodansha]]'s Comic BonBon mag"
2651,Doraemon: Doraemon Comes Back (Movie),"Comedy, Fantasy, Kids",Movie,1,7.18,672,
5197,Dragon League,"Adventure, Comedy, Fantasy, Shounen, Sports",TV,39,7.18,558,"{{Series
|genre=Fantasy, Sports
|demographic=Shōnen
|tag=Soccer, Anthropomorphism
|media=Anime, Manga
|wiki=sports-acgn
|image=File:Dragon_League.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''Dragon League'''|ドラゴンリーグ}} is a Japanese soccer anime produced by [[Fuji TV]] and [[NAS]] with animations done by [[Studio Gallop]]. It aired on Fuji TV-related channels from May 7, 1993 to February 27, 1994.

==Plot==
Dragon World, a fantasy world where humans and dinosaurs c"
32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,"Action, Adventure, Comedy, Fantasy, Romance",OVA,1,7.18,23370,#REDIRECT [[Is It Wrong to Try to Pick Up Girls in a Dungeon?]]
26057,Fate/kaleid liner Prisma☆Illya 2wei! OVA,"Comedy, Ecchi, Fantasy, Magic",OVA,1,7.18,14351,"{{Series
|genre=Adventure, Fantasy, Romance
|tag=Magical Girl
|media=Anime, Manga, Film, Game, Guide Book
|spin off=Fate/Stay Night
|wiki=typemoon
|wiki name=Type-Moon Wiki
|image=File:Fate-kaleid liner Prisma Illya.jpg
|foundingdate=August 29, 2007
|pagecount=2,114
|datechecked=May 5, 2021
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Fate/kaleid liner Prisma Illya'''|Fate/kaleid liner プリズマ☆イリヤ|Fate/kaleid liner purizuma iriya}} is a Japanese [[manga]] by Hiroshi Hiro"
1829,Gedo Senki,"Adventure, Fantasy, Magic",Movie,1,7.18,59243,#REDIRECT [[Tales from Earthsea]]
6867,Halo Legends,"Action, Drama, Military, Sci-Fi",ONA,9,7.18,21190,#REDIRECT [[Halo]]
23083,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.18,1332,
247,Harukanaru Toki no Naka de: Hachiyou Shou,"Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",TV,26,7.18,14550,#REDIRECT [[Haruka: Beyond the Stream of Time]]
8206,Hime Chen! Otogi Chikku Idol Lilpri,"Magic, Shoujo",TV,51,7.18,6118,#REDIRECT [[Lilpri]]
3027,Hokuto no Ken: Yuria-den,"Action, Adventure, Drama, Martial Arts",OVA,1,7.18,3713,#REDIRECT [[Fist of the North Star]]
606,Kazemakase Tsukikage Ran,"Adventure, Comedy, Historical, Martial Arts, Samurai",TV,13,7.18,7893,
2077,Kindaichi Shounen no Jikenbo,"Mystery, School, Shounen",Movie,1,7.18,1641,#REDIRECT [[The Kindaichi Case Files]]
2797,Koukou Tekken-den Tough,"Action, Martial Arts, Shounen",OVA,3,7.18,2398,"{{Series
|demographic=Seinen,
|genre=Action, Drama, Sports
|tag= Martial Arts
|media=Manga, OVA
|wiki=tough
|wiki name=Tough Wiki 
|image=File:Tough1.jpg
|foundingdate=June 2005
|pagecount=601
|datechecked=August 1, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{nihongo|'''''Kōkō Tekken-den Tough'''''|高校鉄拳伝タフ||literally ""High School Iron Fist Legend Tough""|lead=yes}}, is a martial arts [[manga]] series written and illustrated by Tetsuya Saruwatari which run in [[Weekly Young Jump"
6379,Kyou no 5 no 2 (TV): Takarabako,"Comedy, Ecchi, School, Seinen",OVA,1,7.18,5553,
7066,Mahoromatic: I&#039;m Home!,"Comedy, Ecchi, Romance, Sci-Fi",Special,2,7.18,5760,"{{Series
|demographic=Seinen
|tag=Androids, Maid
|genre=Comedy, Psychological, Science Fiction
|media=Anime, Manga, Visual Novel, OVA, Game
|wiki=mahoromatic
|wiki name=Mahoromatic Wiki
|image=File:Mahoromatic.jpg
|pagecount=80
|datechecked=July 15, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Mahoromatic'''|まほろまてぃっく|Mahoromatikku}} is a Japanese [[manga]] written by Bunjūrō Nakayama. The chapters were published by Comic Gum magazine from 2000  to 2006, and relea"
604,Mahou no Stage Fancy Lala,"Comedy, Drama, Magic, Music, Romance, Shoujo",TV,26,7.18,5991,#redirect[[Fancy Lala]]
2044,Mahou no Tenshi Creamy Mami,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",TV,52,7.18,5112,
5030,Maria†Holic,"Comedy, Parody, School, Shoujo Ai",TV,12,7.18,104663,"{{Series
|genre=Comedy
|media=Anime, Manga, Audio Drama
|wiki=mariaholic
|wiki name=Maria†Holic Wiki
|image=File:Mariaholic.png
|foundingdate=August 1, 2011
|pagecount=183
|datechecked=May 6, 2021
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Maria†Holic'''|まりあ†ほりっく|Maria†Horikku}} is a Japanese [[manga]] series written and illustrated by Minari Endō, the author of Dazzle. The manga was first serialized in the Japanese [[seinen]] manga magazine Monthly Comic Alive on J"
1110,Mermaid Melody Pichi Pichi Pitch Pure,"Adventure, Comedy, Magic, Romance, Shoujo",TV,39,7.18,19311,"{{Series
|demographic=Shōjo
|genre=Adventure, Comedy, Drama, Fantasy, Romance, Music
|tag=Musical, Mermaid
|media=Anime, Manga, Game
|wiki=mermaidmelody
|wiki name=Mermaid Melody Wiki
|image=File:Mermaid Melody.png
|foundingdate=January 29, 2010
|pagecount=351
|datechecked=July 20, 2020
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Mermaid Melody Pichi Pichi Pitch'''|マーメイドメロディーぴちぴちピッチ|Māmeido Merodī Pichi Pichi Picchi}} is a [[shōjo manga]] and [[anime]] series create"
2279,Nagagutsu wo Haita Neko,"Adventure, Fantasy, Kids",Movie,1,7.18,1804,
3059,Ninja Senshi Tobikage,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,43,7.18,1941,"{{Series
|demographic=Shōnen
|genre=Action, Adventure, Mecha, 
|tag=Ninja, Space,
|media=Anime
|wiki=ninjarobots
|wiki name=Ninja Robots Wiki
|image=File:Ninja Senshi Tobikage.jpg
|foundingdate=February 12, 2011
|pagecount=71
|datechecked=July 15, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Ninja Senshi Tobikage''' (忍者戦士飛影) is a Japanese mecha anime by Studio Pierrot. It was adapted as '''Ninja Robots''' in the United States.

==Plot==
In the 23rd century, earthlings have col"
1199,Nintama Rantarou,"Comedy, Shounen",TV,Unknown,7.18,2255,#REDIRECT [[Rantarō the Ninja Boy]]
32603,Okusama ga Seitokaichou!+!,"Comedy, Ecchi, Romance, School, Shounen",TV,12,7.17,37570,#REDIRECT [[My Wife is the Student Council President!]]
461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.18,36558,
1569,Otome wa Boku ni Koishiteru,"Comedy, Drama, Romance, School",TV,12,7.18,42190,#REDIRECT [[Otoboku: Maidens are Falling for Me!]]
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.18,5158,
34514,Pokemon Generations,"Action, Adventure, Fantasy, Game, Kids",ONA,18,7.21,295,"{{Series
|genre=Comedy, Romance
|media=Manga
|image=File:Marionette_Generation.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Marionette Generation''' (マリオネット ジェネレーション, ''Marionetto Jenereeshon'') is a [[manga]] series written and illustrated by Haruhiko Mikimoto. The manga was serialized in Kadokawa Shoten's Newtype beginning in 1989, and was later collected into five [[tankōbon]] volumes which were published between July 1989 and March 1998. The series was licensed in North Ame"
2369,Rental Magica,"Fantasy, Mystery, Supernatural",TV,24,7.18,39806,"{{Series
|genre=Action, Comedy, Fantasy, Horror, Mystery, Romance
|media=Anime, Manga, Light Novel, Novel
|wiki=RentalMagica
|wiki name=Rental Magica Wiki
|image=File:Rental Magica.jpg
|pagecount=28
|datechecked=May 8, 2021
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''Rental Magica'''|レンタルマギカ|Rentaru Magika}} is a [[light novel]] series by Makoto Sanda, with illustrations by Pako. It is in the midst of serialization in The Sneaker magazine published by Kadokawa Shote"
20973,Sekai Seifuku: Bouryaku no Zvezda,"Action, Comedy, Fantasy",TV,12,7.18,67877,
938,Shin Getter Robo tai Neo Getter Robo,"Action, Mecha, Sci-Fi, Shounen",OVA,4,7.18,2339,
3138,Solty Rei Special,"Comedy, Drama",Special,1,7.18,2641,
6098,Sora no Manimani,"Comedy, Romance, School, Slice of Life",TV,12,7.18,28652,#REDIRECT [[At The Mercy of The Sky]]
10351,Tenchi Muyou! Ryououki 2nd Season Picture Drama,"Comedy, Sci-Fi, Shounen, Space",Special,1,7.18,3626,
448,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",OVA,2,7.18,29039,
7654,Tokyo Magnitude 8.0 Recap,Drama,Special,1,7.18,4257,"{{Series
|genre=Drama
|media=Anime
|wiki=tokyo-magnitude-8-point-zero
|wiki name=Tokyo Magnitude 8.0 Wiki
|image=File:Tokyo Magnitude 8.0.jpeg
|foundingdate=August 3, 2013
|pagecount=91
|datechecked=October 4, 2023
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Tokyo Magnitude 8.0'''|東京マグニチュード8.0|Tōkyō Magunichūdo 8.0}} is a Japanese anime television series that aired from July 9 to September 17, 2009. It was an original series co-produced by Bones and Kinema Citrus, wh"
2470,Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo,"Action, Adventure, Drama, Sci-Fi, Space",Movie,1,7.18,2579,
21439,Uta no☆Prince-sama♪ Maji Love Revolutions,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.18,27997,#redirect [[Uta no☆Prince-sama♪]]
3486,Yuusha Tokkyuu Might Gaine,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,47,7.18,1021,
32717,Aikatsu Stars!,"Music, School, Shoujo, Slice of Life",TV,Unknown,7.17,4485,"{{Series
|genre=Comedy, Fantasy, Science Fiction
|tag=Music, Idol
|media=Anime, Film, Game
|spin off=Aikatsu!
|wiki=aikatsustars
|wiki name=Aikatsu Stars! Wiki
|image=File:Aikatsu Stars.jpg
|foundingdate=February 25, 2016
|pagecount=1,212
|datechecked=September 26, 2018
|animangafooter=No
|animanganavlink=No
|adoptable=No
|spin-off=Aikatsu!
}}
{{translation|'''Aikatsu Stars!'''|アイカツスターズ！|Aikatsu Sutāzu!}} is an arcade collectible card game in Bandai's Data Carddass line of machines, which was la"
31080,Anne Happy♪,"Comedy, School, Slice of Life",TV,12,7.17,32040,"{{Series
|genre=Comedy, Slice of Life
|media=Anime, Manga, Guide Book
|wiki=anne-happy
|wiki name=Anne Happy♪ Wikia
|image=File:Anne_Happy.jpg
|foundingdate=January 16, 2016‎
|pagecount=56
|datechecked=January 7, 2018
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Anne Happy'''|あんハピ♪|Anhapi♪}}, also known as '''Unhappy Go Lucky!''' or '''Unhappy''', is a [[manga]] series written and illustrated by Cotoji. The series began serialization in Houbunsha's Manga Time Kirara"
284,Area 88 (TV),"Action, Drama, Military, Romance, Shounen",TV,12,7.17,7563,"{{Series
|genre=Action, Comedy, Romance
|tag=Military, Aviation
|media=Anime, Manga, OVA, Film, Game
|image=File:Area 88.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Area 88''' (エリア88, ''Eria Hachi-Jū-Hachi'') is a [[manga]] written and illustrated by Kaoru Shintani. It was serialized in Shōnen Big Comic from 1979 to 1986. 

Area 88 was among the first three manga to be translated into English and published in North America. It has been adapted into a theatrical film, two [[ani"
286,B&#039;T X,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,7.17,5913,"{{Series
|genre=Mecha, Science Fiction
|media=Anime, Manga, Light Novel, Game
|wiki=btx
|wiki name=Btx Wiki
|image=File:B't_X.jpg
|foundingdate=March 2, 2011
|pagecount=5
|datechecked=January 2, 2018
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''B't X'''|ビート・エックス|Bīto Ekkusu}}, pronounced ""beat X"" and stylized as B'T X, is a [[manga]] series, written and illustrated by Masami Kurumada. It was serialized in [[Shōnen Ace]] from 1994 to 2000. An [[anime]] adaptation conta"
23237,Chuunibyou demo Koi ga Shitai! Ren Specials,Comedy,Special,7,7.17,20337,"#REDIRECT [[Love, Chunibyo & Other Delusions]]"
6217,Crayon Shin-chan Movie 03: Unkokusai no Yabou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.17,1617,
992,Dual Parallel! Trouble Adventures,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",TV,13,7.17,10636,
19067,Future Card Buddyfight,Game,TV,64,7.17,3417,"{{Series
|genre=Action, Adventure
|tag=Card Games
|media=Anime, Manga, Game
|wiki=buddyfight
|wiki name=Future Card Buddyfight Wiki
|image=File:BF_Logo.jpg
|fanon=buddyfightfanon
|fanon name=Future Card Buddyfight Fanon Wiki
|foundingdate=September 6, 2013
|pagecount=14911
|datechecked=February 19, 2020
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Future Card Buddyfight'''|フューチャーカード バディファイト|Fyūchā Kādo Badifaito}} is a Japanese collectible card game created by Bushiro"
2815,Geragera Boes Monogatari,"Comedy, Kids",TV,52,7.17,869,
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,"Comedy, Ecchi, Magic, Romance, Supernatural",Movie,1,7.17,13115,
5978,Kannagi: Moshimo Kannagi ga Attara...,"Comedy, School, Shounen, Supernatural",Special,1,7.17,22155,
3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"Drama, Historical",TV,52,7.17,1414,
17741,Kimi no Iru Machi,"Drama, Romance, Slice of Life",TV,12,7.17,63418,#REDIRECT [[A Town Where You Live]]
1436,Lupin III: Twilight Gemini no Himitsu,"Action, Adventure, Comedy, Shounen",Special,1,7.17,3493,
252,Madlax,"Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,26,7.17,25995,"{{Series
|genre=Drama, Mystery, Psychological, Supernatural
|media=Anime, Light Novel
|tag=Girls with Guns, War
|wiki=madlax
|wiki name=Madlax Wiki
|image=File:Madlax.jpg
|foundingdate=November 20, 2016‎ 
|pagecount=3
|datechecked=November 13, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''Madlax'''|マドラックス|Madorakkusu}} is a 26-episode Japanese [[anime]] television series produced in 2004 by the Bee Train animation studio. Kōichi Mashimo directed Madlax and the so"
10690,Magic Tree House,"Adventure, Magic",Movie,1,7.17,3433,"{{Stub}}
{{Series
|image=File:Magic Tree House.jpg
|genre=Fantasy, Adventure
|tag=Coming of Age, Magic
|media=Anime, Film,
|wiki=
|wiki name=
|foundingdate=
|pagecount=
|datechecked=
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Magic Tree House'''|マジック・ツリーハウス|Majikku Tsurī Hausu}} is a 2011 Japanese animated [[fantasy]] [[film]] based on the American children's book series of the same name by Mary Pope Osborne. The film is directed by Hiroshi Nishikiori, and the film'"
4997,Mahoromatic 2 End Year Special,"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,7.17,4236,
33003,Mahou Shoujo Ikusei Keikaku,"Action, Fantasy, Supernatural, Thriller",TV,12,7.17,46024,#REDIRECT [[Magical Girl Raising Project]]
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",Movie,1,7.17,120571,
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Comedy, Ecchi, Game, Romance, School",TV,12,7.17,137102,#REDIRECT [[And You Thought There Is Never a Girl Online?]]
10302,Pokemon Diamond &amp; Pearl Specials,"Action, Comedy, Fantasy, Kids",Special,2,7.17,5913,
11569,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,"Fantasy, Magic, Music, Shoujo",OVA,1,7.17,1057,
33713,Seihou Bukyou Outlaw Star Specials,"Action, Adventure, Comedy, Ecchi, Sci-Fi",Special,2,7.16,1509,
17391,Senyuu. Specials,"Action, Comedy, Fantasy, Shounen",Special,4,7.17,10194,
27441,Show By Rock!!,"Comedy, Music",TV,12,7.17,32061,"{{Series
|genre=Action, Comedy
|tag=Music
|media=Anime, Game, Guide Book
|wiki=show-by-rock
|wiki name=Show by rock Wiki
|image=File:Show by Rock!.jpg
|foundingdate=December 25, 2014
|pagecount=555
|datechecked=October 20, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Show By Rock!!''' (ショウ・バイ・ロック!!, Shō Bai Rokku!!) also known as '''Show By Rock!! Gonna be a Music Millionaire!''' is a rhythm video game developed and published by Geechs, in conjunction with Sanrio. It is Sanrio"
32038,Show By Rock!! #,"Comedy, Music",TV,12,7.17,8964,"{{Series
|genre=Action, Comedy
|tag=Music
|media=Anime, Game, Guide Book
|wiki=show-by-rock
|wiki name=Show by rock Wiki
|image=File:Show by Rock!.jpg
|foundingdate=December 25, 2014
|pagecount=555
|datechecked=October 20, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Show By Rock!!''' (ショウ・バイ・ロック!!, Shō Bai Rokku!!) also known as '''Show By Rock!! Gonna be a Music Millionaire!''' is a rhythm video game developed and published by Geechs, in conjunction with Sanrio. It is Sanrio"
2586,Soukou Kihei Votoms: Kakuyaku taru Itan,"Drama, Mecha, Military, Sci-Fi",OVA,5,7.17,1761,
1602,Soukou no Strain,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13,7.17,14925,#REDIRECT [[Strain: Strategic Armored Infantry]]
2011,Taiho Shichau zo Special,"Action, Comedy, Police, Shounen",TV,20,7.17,2856,
6312,Taiho Shichau zo: Full Throttle Special,"Action, Adventure, Comedy, Police",Special,1,7.17,1536,
3137,Tsurikichi Sanpei,"Adventure, Sports",TV,109,7.17,1650,"{{Series
|genre=Comedy
|demographic=Shōnen
|tag=Fishing, Tournament
|media=Anime, Manga, Film, Live Action
|wiki= tsurikichi-sanpei
|wiki name=Fisherman Sanpei Wiki
|image=File:Tsurikichi_Sanpei.jpg
|foundingdate=2022/04/22
|pagecount=54
|datechecked=2022/06/30
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''Fisherman Sanpei'''|釣りキチ三平|Tsurikichi Sanpei}} is a Japanese [[manga]] written and illustrated by Takao Yaguchi. The manga is serialized in [[Kodansha]]'s [[Weekly S"
1922,Urusei Yatsura Movie 3: Remember My Love,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.17,2897,
30419,"Wake Up, Girls! Beyond the Bottom","Drama, Music",Movie,1,7.18,2555,"{{Series
|genre=Drama, Romance
|media=Anime, Manga, Visual Novel, Game
|wiki=kouya
|wiki name=Shoujo-tachi wa Kouya wo Mezasu Wiki
|image=File:Girls Beyond the Wasteland.jpg
|foundingdate=May 26, 2014
|pagecount=37
|datechecked=October 23, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Girls Beyond the Wasteland'''|少女たちは荒野を目指す|Shōjotachi wa Kōya o Mezasu}}, often abbreviated as '''Shokomeza''' (しょこめざ) and also known as '''Girls Beyond the Youth Koya''' in Japan, is"
548,Wonderful Days,"Action, Drama, Romance, Sci-Fi",Movie,1,7.17,23422,
31588,All Out!!,"School, Seinen, Sports",TV,25,7.16,35461,"{{Series
|genre=Comedy, Sports
|demographic=Seinen
|tag=Football,
|media=Anime, Manga
|wiki=all-out
|wiki name=All Out!! Wiki
|image=File:All Out.jpg
|foundingdate=March 5, 2016
|pagecount=77
|datechecked=September 26, 2018
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''All Out!!'''|オールアウト!!|Ōru Auto!!}} is a [[manga]] series written and illustrated by Shiori Amase.

==Plot==
The day of the entrance ceremony at Kanagawa Highschool... The story starts when the slight but"
7152,Anyamal Tantei Kiruminzoo,"Comedy, Magic, Shoujo",TV,50,7.16,3605,"{{Series
|demographic=Shōjo
|genre=Comedy
|tag=Magic,
|media=Anime, Manga
|image=File:Anyamal Tantei Kiruminzoo.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Animal Detective Kiruminzoo''' (あにゃまる探偵 キルミンずぅ, ''Anyamaru Tantei Kiruminzū'') is a Japanese magical comedy [[anime]] series created by Shōji Kawamori in collaboration with Hal Film Maker and JM Animation; it is Kawamori's first [[shōjo]] title. Animated by [[Satelight]], the series premiered in Japan on [[TV Tokyo]] on Oct"
1051,Ao no 6-gou,"Action, Adventure, Mecha, Military, Sci-Fi",OVA,4,7.16,29487,#REDIRECT [[Blue Box]]
1554,Asatte no Houkou.,"Drama, Supernatural",TV,12,7.16,16909,#REDIRECT [[Living for the Day After Tomorrow]]
751,Bomberman Jetters,"Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",TV,52,7.16,1876,
34077,Cardfight!! Vanguard G: Next,"Action, Game, Shounen",TV,Unknown,7.16,1363,#REDIRECT [[Cardfight!! Vanguard]]
3432,Chou Mashin Eiyuuden Wataru,"Action, Adventure, Comedy, Mecha",TV,51,7.16,615,"{{Stub}}
{{Series
|image=File:Mashin_Eiyuuden_Wataru.jpg
|genre=Adventure, Comedy, Fantasy, Mecha, Science Fiction
|demographic=Kodomo
|tag=Another World
|media=Anime, Manga, Novel, OVA, Guide Book, Game
|wiki=mashin-hero-wataru
|wiki name=Mashin Hero Wataru Wiki
|pagecount=1,010
|datechecked=2024/04/02
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
'''Mashin Hero Wataru''' (魔神英雄伝ワタル, ''Mashin Eiyūden Wataru''), also known as '''Spirit Hero Wataru''', is a Japanese multimedia franchise"
30383,Classroom☆Crisis,"School, Sci-Fi",TV,13,7.16,55977,"{{stub}}
{{Series
|image=File:Classroom_Crisis.jpg
|genre=Comedy, Romance, Science Fiction
|media=Anime, Manga, Light Novel
|wiki=
|wiki name=
|foundingdate=
|pagecount=
|datechecked=
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}__NOTOC__
{{translation|'''Classroom Crisis'''|クラスルーム☆クライシス|Kurasurūmu Kuraishisu}} is an [[anime]] television series animated by [[Lay-duce]] and produced by [[Aniplex]]. The series is directed by Kenji Nagasaki and features original character designs by Hiro"
2913,Daisougen no Chiisana Tenshi: Bush Baby,"Adventure, Drama",TV,40,7.16,889,
3033,Digimon Tamers: Bousou Digimon Tokkyuu,"Adventure, Comedy, Sci-Fi, Shounen",Movie,1,7.16,14037,
1803,Dirty Pair: Lovely Angels yori Ai wo Komete,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,2,7.16,2038,
16385,Dog Days&#039;&#039;,"Action, Adventure, Fantasy, Magic",TV,12,7.16,34576,"{{Series
|genre=Action, Adventure, Fantasy, Romance
|tag = Another World, Heroes, Kemonomimi, Knights, Magic, Harem, Transformation
|media=Anime, Manga, Light Novel, Audio Drama, Guide Book
|wiki=dogdays
|wiki name=Dog Days Wiki
|image=File:DOG_DAYS_official_wallpaper_for_smartphones.jpg
|foundingdate=April 10, 2011
|pagecount=179
|datechecked=January 19, 2017
|animangafooter=Yes
|animanganavlink=No
|adoptable=No
}}
{{translation|'''Dog Days'''|ドッグデイズ|Doggu Deizu'', stylized as '''DOG DAYS'}} is"
1045,Elf wo Karu Mono-tachi,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",TV,12,7.16,13581,
5267,Gamba no Bouken,"Adventure, Kids",TV,26,7.16,790,#REDIRECT [[The Adventures of Gamba]]
4476,Gensoumaden Saiyuuki: Kibou no Zaika,"Adventure, Fantasy",OVA,1,7.16,2557,
