pageid,title,description,description_clean
10776,365 Ho no Yuuki!!!,"{{Series
|demographic=Shōnen
|genre=Comedy, Sports,
|tag=School, Chess
|media=Manga
|image=File:365 Ho no Yuuki!!!.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''365 Ho no Yuuki!!!''' (365歩のユウキ！！！, ''365 Ho no Yuuki!!!'') is a [[manga]] written and illustrated by Shinji Saijyo. It was serialized in Shonen Sunday.

==Plot==
Cowardly middle schooler Yuuki Tsumugi keeps running all his life. After losing a bet in a shogi battle, Yuuki runs away to the school's famous Shogi Club wher","365 Ho no Yuuki!!! (365歩のユウキ！！！, 365 Ho no Yuuki!!!) is a written and illustrated by Shinji Saijyo. It was serialized in Shonen Sunday. Cowardly middle schooler Yuuki Tsumugi keeps running all his life. After losing a bet in a shogi battle, Yuuki runs away to the school's famous Shogi Club wher"
20976,3D Kanojo: Real Girl,"{{Series
|genre=Romance
|tag=School, Otaku
|media=Anime, Manga, Film, Live Action
|wiki=3d-kanojo
|wiki name=3D Kanojo Wiki
|image=File:3D Kanojo.jpg
|foundingdate=March 18, 2018
|pagecount=29
|datechecked=May 15, 2022
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''Real Girl''', known in Japan as {{translation|3D Kanojo|3D彼女}}, is a Japanese manga series written and illustrated by Mao Nanami. The series was serialized in [[Kodansha]]'s Dessert between July 2011 and May 2016, with the","Real Girl, known in Japan as , is a Japanese manga series written and illustrated by Mao Nanami. The series was serialized in 's Dessert between July 2011 and May 2016, with the"
28715,"3 Seconds Later, He Turned Into a Beast","{{Series
|image = File:3 Seconds Become a Beast.jpg
|genre=Drama
|demographic=Seinen
|tag=Ecchi
|media=Anime, Manga
|wiki=ecchi
|wiki name=Ecchi Wiki
|pagecount=71
|datechecked=2022/10/20
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''3 Seconds Later, He Turned Into a Beast'''|3秒後、野獣。〜合コンで隅にいた彼は淫らな肉食でした}} is a Japanese TL manga created by Koa Momose and published on Comic Cmoa from December 4, 2020. 

An anime adaptation by [[ComicFesta]] and Suieisha aired on Tokyo MX","is a Japanese TL manga created by Koa Momose and published on Comic Cmoa from December 4, 2020. An anime adaptation by and Suieisha aired on Tokyo MX"
15455,3x3 Eyes,"{{Series
|genre=Adventure, Fantasy
|media=Manga, OVA, Game, Audio Drama
|localsitelogo = no-wordmark.png
|wiki=3x3-eyes
|wiki name=3x3 Eyes Wiki
|image=File:3x3_Eyes.jpg
|foundingdate=2017/07/14
|pagecount=46
|datechecked=2025/02/27
|animangafooter=Yes
|animanganavlink=No
|adoptable=Yes
}}
'''3×3 Eyes''', pronounced '''Sazan Eyes''' (サザンアイズ, ''Sazan Aizu'') is a manga written and illustrated by Yuzo Takada. The manga was serialized in Young Magazine from 1987 to 2002, spanning to a total of 40 v","3×3 Eyes, pronounced Sazan Eyes (サザンアイズ, Sazan Aizu) is a manga written and illustrated by Yuzo Takada. The manga was serialized in Young Magazine from 1987 to 2002, spanning to a total of 40 v"
3909,4-koma,#redirect [[Yonkoma]],#redirect
17328,4D,"{{Series
|genre=Fantasy, Science Fiction
|media=Manga
|image=File:4D.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''4D''' is a [[manga]] series by Naoki Tachibana with illustrations by Shiori. It was serialized in Morning. 

==Plot==
{{stub}}

==External Links==
===Official===

===Other Sources===
*[https://myanimelist.net/manga/92753/4D MyAnimeList]
===Other Wikis===

==References==
<references/>

__NOTOC__",4D is a series by Naoki Tachibana with illustrations by Shiori. It was serialized in Morning. = = * = __NOTOC__
22554,4Licensing Corporation,"{{Infobox/Company
|image=4Licensing_Corporation_logo.png
}}

'''4Licensing Corporation''' (formerly known as '''Leisure Concepts, Inc.''' and '''4Kids Entertainment''') was an American licensing company.

==History==
The company was founded as Leisure Concepts Inc. on April 28, 1970.

The company changed its name to 4kids Entertainment Inc. on November 16, 1995.<ref name=""Edgar Online"">[http://yahoo.brand.edgar-online.com/displayfilinginfo.aspx?FilingID=1273361-1510-115119&type=sect&TabIndex=2&c","4Licensing Corporation (formerly known as Leisure Concepts, Inc. and 4Kids Entertainment) was an American licensing company. The company was founded as Leisure Concepts Inc. on April 28, 1970. The company changed its name to 4kids Entertainment Inc. on November 16, 1995.[http://yahoo.brand.edgar-onl"
20196,50 Million Km,"{{Series
|genre=Comedy, Drama, Fantasy, Psychological, Romance, Science Fiction
|media=Manhwa
|image=File:50_Million_Km.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''50 Million Km''' (그녀와 나의 거리 5000만km) is a [[manhwa]] series by Park Jin Woo with illustrations by Thor. 

==Plot==
Kim Sunhyun is a genius programmer. He is currently working on rovers in outer space when one night he sees a face appear on the screen.

==External Links==
===Official===

===Other Sources===
*[https:/",50 Million Km (그녀와 나의 거리 5000만km) is a series by Park Jin Woo with illustrations by Thor. Kim Sunhyun is a genius programmer. He is currently working on rovers in outer space when one night he sees a face appear on the screen. = = *[https:/
6192,5 Centimeters per Second,"{{Series
|genre=Drama, Romance, Slice of Life
|media=Anime, Manga, Novel
|image=File:Byousoku 5 Centimeter.jpg
|wiki=makotoshinkai
|wiki name=Makoto Shinkai Wiki
|foundingdate=2016/12/18
|pagecount=287
|datechecked=2022/01/27
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''5 Centimeters per Second''' (秒速5センチメートル, ''Byōsoku Go Senchimētoru'') is a 2007 Japanese [[anime|animated]] [[Romance|romantic]] drama film produced, written and directed by [[Makoto Shinkai]]. The film was finished","5 Centimeters per Second (秒速5センチメートル, Byōsoku Go Senchimētoru) is a 2007 Japanese drama film produced, written and directed by . The film was finished"
8407,666 Satan,"{{Series
|demographic=Shōnen
|genre=Action, Adventure, Comedy, Drama, Fantasy, Science Fiction, Supernatural
|tag=Demons, Martial Arts, Superpower, 
|media=Manga
|wiki=opartshunter
|wiki name=O-Parts Hunter Wiki
|image=File:666 Satan.jpg
|foundingdate=October 12, 2009
|pagecount=235
|datechecked=June 20, 2017
|animangafooter=Yes
|animanganavlink=Yes
|adoptable=No
}}
{{translation|'''666 Satan'''|666～サタン～|Roku Roku Roku Satan}}, also know in US as '''O-Parts Hunter''', is a Japanese [[manga]] ser",", also know in US as O-Parts Hunter, is a Japanese ser"
18998,69,"{{Series
|genre=Comedy, Drama
|media=Manga
|image=File:69_manga.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''69''' (69 ろくじゅうきゅう) is a [[manga]] series by Masako Shimada. It was serialized in RuTile. 

==Plot==
Satou Atsushi isn't neglected by his family so much as ignored completely. Left to fend for himself, Atsushi fails to learn human speech and instead learns ""cat language"" and ""Dog language"" from the family pets. When he's eventually socialized with other children, his spe","69 (69 ろくじゅうきゅう) is a series by Masako Shimada. It was serialized in RuTile. Satou Atsushi isn't neglected by his family so much as ignored completely. Left to fend for himself, Atsushi fails to learn human speech and instead learns ""cat language"" and ""Dog language"" from the family pets. When he's e"
22761,6 Angels,"{{Series
|image=File:6_Angels.jpg
|genre=Science Fiction
|media=OVA
}}
{{Translation|'''6 Angels'''|シックス・エンジェルズ}} is a Japanese science fiction ova series produced by Ark Trues, where the episodes were individually released between November 20, 2001 to July 6, 2002.
==Plot==
A group of female mercenaries known as the Rose Guard patrol a Utah nuclear test site that has been overhauled into a penitentiary for hardened criminals. But the prison has been taken over by the Canyon family, and aims to","is a Japanese science fiction ova series produced by Ark Trues, where the episodes were individually released between November 20, 2001 to July 6, 2002. A group of female mercenaries known as the Rose Guard patrol a Utah nuclear test site that has been overhauled into a penitentiary for hardened cri"
20447,7 Call,"{{Series
|genre=Comedy, Fantasy, Romance
|tag=School
|media=Manga
|image=File:7_Call.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''7 Call''' (7コール) is a [[manga]] series by Natsume Hirose. It was serialized in Margaret. 

==Plot==
I can overcome everything because I love you...

Tsukasa, who lost her boyfriend Mizuki from the car accident one year ago, is living vaguely. Suddenly, there's a text message from Mizuki, who was supposed to be dead, written ""I will call you for seven","7 Call (7コール) is a series by Natsume Hirose. It was serialized in Margaret. I can overcome everything because I love you... Tsukasa, who lost her boyfriend Mizuki from the car accident one year ago, is living vaguely. Suddenly, there's a text message from Mizuki, who was supposed to be dead, written"
16509,7 Seeds,"{{Series
|image=File:7_Seeds.jpg
|demographic=Shōjo, Josei
|genre=Action, Adventure, Drama, Horror, Mystery, Psychological, Romance, Science Fiction
|tag=Survival, Post-Apocalyptic
|media=Manga, Audio Drama, Anime
|wiki=7-seeds
|wiki name=7 Seeds Wiki
|foundingdate=November 17, 2012
|pagecount=153
|datechecked=July 24, 2017
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
{{translation|'''7 Seeds'''|7SEEDS セブンシーズ|Sebun Shīzu}} is a [[manga]] series written and illustrated by Yumi Tamura.",is a series written and illustrated by Yumi Tamura.
11493,7thGARDEN,"{{Series
|genre=Action, Fantasy
|tag=Dark Fantasy
|media=Manga
|wiki=7thgarden
|wiki name=7thGARDEN Wiki
|image=File:7thGARDEN.jpg
|foundingdate=July 28, 2014
|pagecount=56
|datechecked=July 3, 2018
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{translation|'''7th Garden'''|7thGARDEN セブンスガーデン|7thGARDEN Sebunsu Gāden}} is a Japanese [[manga]] series written and illustrated by Mitsu Izumi.

==Plot==
As a gardener served in a rural manor, Avin wished nothing more than peaceful days along","is a Japanese series written and illustrated by Mitsu Izumi. As a gardener served in a rural manor, Avin wished nothing more than peaceful days along"
11284,8.1 - Yamada Yuusuke Gekijou,"{{Series
|demographic=Shōnen
|genre=Action, Horror, Mystery, Psychological
|media=Manga
|image=File:8.1 Yamada Yuusuke Gekijou.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''8.1 - Yamada Yuusuke Gekijou''' is a [[manga]] written by YAMADA Yuusuke and illustrated by U.G.E 

==Plot==
There is a mysterious group of people who inflict cruel and fatal games on people for their own amusement. Tatsuya and Misa are out on a date in an amusement park when they wander into one of these hor",8.1 - Yamada Yuusuke Gekijou is a written by YAMADA Yuusuke and illustrated by U.G.E There is a mysterious group of people who inflict cruel and fatal games on people for their own amusement. Tatsuya and Misa are out on a date in an amusement park when they wander into one of these hor
18799,801 T.T.S. Airbats,"{{Series
|genre=Action, Comedy, Romance
|tag=Military
|media=Manga, OVA
|wiki=801-tts-airbats
|wiki name=Airbats wiki
|image=File:801 TTS Airbats.jpg
|foundingdate=2023/07/20
|pagecount=1
|animangafooter=No
|animanganavlink=No
|adoptable=Yes
}}
'''801 T.T.S. Airbats''' (青空少女隊, ''Aozora Shōjotai''), is a Japanese [[manga]] by Shimizu Toshimitsu which was later adapted into a seven-episode [[OVA]] series, produced by Studio Fantasia and Victor Entertainment. The series was released in Japan on Las","801 T.T.S. Airbats (青空少女隊, Aozora Shōjotai), is a Japanese by Shimizu Toshimitsu which was later adapted into a seven-episode series, produced by Studio Fantasia and Victor Entertainment. The series was released in Japan on Las"
22762,86 - Eighty Six -,"{{Series
|genre=Action, Drama, Mecha, Science Fiction
|demographic = Seinen
|tag=Military, AI
|media=Manga, Light Novel
|wiki=86-eighty-six
|wiki name=86 - Eighty Six - Wiki
|image=File:86 - Eighty Six -.jpg
|foundingdate=February 10, 2018
|pagecount=155
|datechecked=June 24, 2021
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''86 - Eighty Six -'''|86―エイティシックス―}} is a Japanese novel series written by Asato Asato, illustrated by Shirabi, and published by [[Dengeki Bunko]]","is a Japanese novel series written by Asato Asato, illustrated by Shirabi, and published by"
9528,87 Clockers,"{{Series
|genre=Drama, Romance
|media=Manga
|image=file:87 Clockers.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''87 Clockers''' is a series written and illustrated by Tomoko Ninomiya. The series ran in JumpX from 2011 to 2014. The series will run in [[Young Jump]] from 2015.

==Plot==
Ichinose, a violin music student, is coming towards a crossroads in his life. He has to decide what to do with his future, but he doesn't feel pulled towards any one particular dream. In the absen","87 Clockers is a series written and illustrated by Tomoko Ninomiya. The series ran in JumpX from 2011 to 2014. The series will run in from 2015. Ichinose, a violin music student, is coming towards a crossroads in his life. He has to decide what to do with his future, but he doesn't feel pulled towar"
15442,888,"{{Series
|genre=Comedy, Mystery
|media=Manga
|image=File:888.jpg
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
'''888''' (スリーエイト, ''Surii Eito''), or '''Three Eight''', is a manga series written and illustrated by Noriko Kuwata.

==Plot==
The newly opened Suehiro Detective Agency is composed of laid-back manager Hisago, dog-loving chief investigator Shimeki and administrator Tsukumo. With very few paying customers, the three protagonists are free to spend their time bickering with and","888 (スリーエイト, Surii Eito), or Three Eight, is a manga series written and illustrated by Noriko Kuwata. The newly opened Suehiro Detective Agency is composed of laid-back manager Hisago, dog-loving chief investigator Shimeki and administrator Tsukumo. With very few paying customers, the three protagon"
25524,8Man,"{{Series
|demographic=Shōnen
|tag=Androids, Crime, Detective, Superhero
|media=Anime, Manga, OVA, Film, Live Action
|wiki=8man
|wiki name=8Man wiki
|image=File:8Man.jpg
|foundingdate=2023/05/20
|animangafooter=No
|animanganavlink=No
|adoptable=No
}}
{{Translation|'''8 Man'''|8マン|Eitoman}} is a Japanese superhero [[manga]] written by Kazumasa Hirai and Jiro Kuwata, serialized and published in [[Kodansha]]'s [[Weekly Shōnen Magazine]] from 1963 to 1966. The [[anime]] adaptation produced by Eiken w","is a Japanese superhero written by Kazumasa Hirai and Jiro Kuwata, serialized and published in 's from 1963 to 1966. The adaptation produced by Eiken w"
